id,full_name,credit_sco,gender,age,occupation,balance,monthly_ir,address,origin_province,tenure_ye,married,nums_card,nums_service,active_member,last_active_date,last_transaction_month,created_date,exit,customer_segment,engagement_score,loyalty_level,digital_behavior,risk_score,risk_segment,cluster_group
24622,Bùi Hoàng Bảo,603,male,36,Lao động phổ thông,8279437,12000000,Xã Xuân Thới Đông (HM),TP. Hồ Chí Minh,1,0,3,1,False,24/07/2024,0,22/02/2024,True,Mass,13,Bronze,offline,0.4383,Medium,1
24623,Bùi Kim Huy,595,male,46,Hưu trí,21515975,19000000,Phường 2 (Tân Bình),TP. Hồ Chí Minh,1,1,2,6,False,08/09/2024,0,14/05/2024,False,Emerging,28,Bronze,offline,0.3583,Low,1
24624,Dương Trần Vũ,554,male,68,Nội trợ/Sinh viên,6888207,4000000,Phường Quang Trung (GV),Long An,3,1,1,1,False,19/05/2024,0,02/05/2022,True,Mass,7,Bronze,offline,0.5056,Medium,2
24625,Mai Gia Trung,777,male,49,Chủ Doanh nghiệp nhỏ,154996268,85000000,Phường An Hội (BT),TP. Hồ Chí Minh,1,0,5,4,False,19/02/2025,0,18/01/2024,False,Priority,30,Bronze,offline,0.1925,Low,4
24626,Nguyễn Trần Ngọc,794,female,48,Kỹ sư/Chuyên viên IT,46131580,34000000,Phường 2 (Tân Bình),Bình Dương,2,1,1,1,False,23/09/2023,0,29/10/2022,False,Emerging,7,Bronze,offline,0.2766,Low,2
24627,Đặng Kim Ngọc,800,female,51,Chủ Doanh nghiệp nhỏ,143939831,142000000,Thị trấn Tân Túc (BC),TP. Hồ Chí Minh,3,0,3,3,False,15/03/2022,0,14/12/2021,False,Priority,20,Bronze,offline,0.2059,Low,4
24628,Hoàng Minh Tú,668,male,47,Hưu trí,9223378,12000000,Phường 2 (Tân Bình),TP. Hồ Chí Minh,4,1,1,4,False,01/06/2024,0,26/04/2021,False,Mass,18,Bronze,offline,0.3345,Low,2
24629,Mai Thu Bảo,681,male,41,Nội trợ/Sinh viên,8080880,8000000,Phường Hòa Bình (Q11),Bà Rịa - Vũng Tàu,3,3,4,4,True,22/06/2025,36136241,20/05/2022,False,Mass,82,Gold,mobile,0.2261,Low,2
24630,Trần Thanh Nam,686,male,77,Kinh doanh/Bán hàng,33056883,17000000,Xã Xuân Thới Đông (HM),TP. Hồ Chí Minh,4,1,5,1,False,28/10/2024,0,20/01/2021,False,Emerging,19,Bronze,offline,0.3286,Low,2
24631,Dương Văn Vân,714,female,60,Chủ Doanh nghiệp nhỏ,73275544,113000000,Phường Hòa Bình (Q11),Tỉnh khác,0,1,3,2,False,19/07/2024,0,10/07/2024,False,Priority,16,Bronze,offline,0.2265,Low,4
24632,Dương Văn Tùng,731,male,38,Chủ Doanh nghiệp nhỏ,38778115,116000000,Phường Tân Sơn Nhì (Tân Phú),Tỉnh khác,0,0,5,2,False,16/10/2024,0,02/08/2024,False,Priority,22,Bronze,offline,0.2342,Low,4
24633,Đặng Thu Hồng,625,female,54,Kinh doanh/Bán hàng,19752468,18000000,Xã Xuân Thới Đông (HM),TP. Hồ Chí Minh,2,1,2,1,False,05/12/2024,0,28/05/2023,False,Emerging,10,Bronze,offline,0.3938,Low,2
24634,Phạm Thị Ánh,800,female,38,Chủ Doanh nghiệp nhỏ,248330466,112000000,Phường Quang Trung (GV),Đồng Nai,3,1,2,8,False,11/12/2023,0,24/09/2021,False,Priority,36,Silver,offline,0.1368,Low,4
24635,Dương Kim Anh,695,male,38,Quản lý/Lãnh đạo,28251960,77000000,Xã Xuân Thới Đông (HM),Đồng Nai,0,1,5,7,False,10/02/2025,0,11/01/2025,False,Priority,41,Bronze,offline,0.1805,Low,4
24636,Bùi Anh Trung,746,male,27,Chủ Doanh nghiệp nhỏ,84732322,97000000,Phường Quang Trung (GV),Bình Dương,0,0,5,8,False,08/02/2025,0,19/10/2024,False,Priority,45,Bronze,offline,0.1498,Low,4
24637,Vũ Minh Anh,675,male,41,Kỹ sư/Chuyên viên IT,140480482,61000000,Phường 7 (Q7),Bà Rịa - Vũng Tàu,3,1,1,8,False,22/03/2024,0,20/03/2022,False,Priority,33,Bronze,offline,0.1687,Low,4
24638,Vũ Thu Lan,673,female,40,Nhân viên văn phòng/Công chức,3365811,14000000,Phường Hòa Bình (Q11),TP. Hồ Chí Minh,0,1,3,1,True,01/07/2025,16924943,16/06/2025,False,Mass,65,Bronze,mobile,0.2702,Low,1
24639,Mai Hoàng Xuân,627,female,48,Kỹ sư/Chuyên viên IT,38140827,36000000,Phường Thắng Lợi (Q10),Long An,2,1,2,3,False,12/10/2023,0,20/05/2023,False,Affluent,17,Bronze,offline,0.3229,Low,2
24640,Mai Ngọc Khoa,683,male,55,Lao động phổ thông,10837893,14000000,Phường Bến Thành (Q1),TP. Hồ Chí Minh,0,1,2,8,True,06/04/2025,9140044,12/03/2025,False,Mass,83,Bronze,mobile,0.1586,Low,1
24641,Lê Minh Phúc,686,male,59,Hưu trí,25908905,10000000,Xã Vĩnh Lộc A (BC),Hà Nội,0,2,5,3,True,07/04/2025,14901221,30/09/2024,False,Mass,81,Bronze,mobile,0.2156,Low,1
24642,Dương Ngọc Vi,691,female,52,Nhân viên văn phòng/Công chức,37977654,22000000,Phường Quang Trung (GV),TP. Hồ Chí Minh,3,0,4,2,False,24/01/2024,0,02/11/2021,False,Emerging,20,Bronze,offline,0.2995,Low,2
24643,Dương Xuân Hồng,687,female,48,Nhân viên văn phòng/Công chức,25442690,23000000,Phường 14 (Q12),TP. Hồ Chí Minh,2,0,1,1,False,13/11/2024,0,03/06/2023,False,Emerging,7,Bronze,offline,0.3188,Low,2
24644,Phạm Xuân Ngọc,691,female,63,Kế toán/Tài chính,53426828,28000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,2,0,2,7,False,19/01/2024,0,25/12/2022,False,Emerging,32,Bronze,offline,0.2208,Low,1
24645,Đặng Thu Yến,751,female,45,Quản lý/Lãnh đạo,257001616,148000000,Phường Tân Định (Q1),TP. Hồ Chí Minh,2,1,2,5,False,10/12/2024,0,06/06/2023,False,Priority,25,Bronze,offline,0.1739,Low,4
24646,Trần Quang Ngọc,663,female,27,Nội trợ/Sinh viên,5916884,8000000,Phường Quang Trung (GV),TP. Hồ Chí Minh,3,1,2,1,False,09/02/2025,0,24/05/2022,False,Mass,10,Bronze,offline,0.3904,Low,2
24647,Vũ Quang Vi,675,female,27,Nhân viên văn phòng/Công chức,7907631,15000000,Phường Vĩnh Hội (Q4),TP. Hồ Chí Minh,1,1,1,3,False,08/03/2025,0,19/08/2023,True,Emerging,14,Bronze,offline,0.3359,Low,1
24648,Nguyễn Quang Vũ,745,male,40,Chủ Doanh nghiệp nhỏ,49130762,66000000,Phường Tân Định (Q1),Tiền Giang,0,1,5,4,True,19/06/2025,78561213,10/12/2024,False,Priority,82,Bronze,mobile,0.1014,Low,1
24649,Bùi Hữu Quang,644,male,45,Lao động phổ thông,4745745,9000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,1,0,4,2,False,27/01/2025,0,11/03/2024,True,Mass,20,Bronze,offline,0.3975,Low,1
24650,Dương Minh Xuân,595,female,41,Giáo viên/Giảng viên,16109900,18000000,Phường Quang Trung (GV),Tỉnh khác,2,3,2,2,False,28/12/2024,0,06/08/2022,True,Emerging,14,Bronze,offline,0.4138,Medium,2
24651,Bùi Quang Anh,649,male,27,Kinh doanh/Bán hàng,9637529,8000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,2,0,3,2,False,17/11/2023,0,21/06/2023,True,Mass,16,Bronze,offline,0.386,Low,2
24652,Mai Minh Vân,695,female,60,Nhân viên văn phòng/Công chức,27454106,23000000,Phường Vĩnh Hội (Q4),TP. Hồ Chí Minh,0,0,3,3,True,13/06/2025,31470817,24/02/2025,False,Emerging,74,Bronze,mobile,0.1799,Low,1
24653,Phạm Minh Nam,764,male,38,Quản lý/Lãnh đạo,109096941,123000000,Phường 7 (Q7),Tiền Giang,2,1,5,8,False,04/01/2025,0,24/03/2023,False,Priority,45,Silver,offline,0.1467,Low,4
24654,Mai Thanh Duyên,606,female,40,Hưu trí,25790755,17000000,Phường Quang Trung (GV),Đồng Nai,2,1,3,3,False,06/05/2023,0,13/01/2023,False,Emerging,20,Bronze,offline,0.3866,Low,2
24655,Nguyễn Thanh Minh,761,male,50,Quản lý/Lãnh đạo,134512035,113000000,Phường Vĩnh Hội (Q4),TP. Hồ Chí Minh,2,1,1,6,False,14/01/2025,0,08/08/2022,False,Priority,26,Bronze,offline,0.1692,Low,4
24656,Dương Hữu Tùng,580,male,52,Lao động phổ thông,3572539,7000000,Phường 14 (Q12),Cần Thơ,0,1,3,4,True,24/06/2025,6143737,29/05/2025,False,Mass,73,Bronze,mobile,0.339,Low,1
24657,Dương Trần Ngọc,646,female,35,Kinh doanh/Bán hàng,21245743,28000000,Xã Xuân Thới Đông (HM),Đồng Nai,3,3,2,4,False,18/12/2023,0,03/10/2021,False,Emerging,21,Bronze,offline,0.3145,Low,2
24658,Đặng Hoàng Phúc,701,male,33,Kỹ sư/Chuyên viên IT,12649348,51000000,Phường 2 (Tân Bình),TP. Hồ Chí Minh,0,1,5,2,True,08/06/2025,51864669,30/05/2025,False,Affluent,73,Bronze,mobile,0.1427,Low,1
24659,Mai Đức Dũng,729,male,28,Chủ Doanh nghiệp nhỏ,184245650,148000000,Xã Vĩnh Lộc A (BC),TP. Hồ Chí Minh,4,1,3,5,False,21/09/2022,0,15/05/2021,False,Priority,28,Bronze,offline,0.1779,Low,4
24660,Dương Quang Hồng,677,female,58,Nhân viên văn phòng/Công chức,21303176,31000000,Phường 2 (Tân Bình),TP. Hồ Chí Minh,1,1,5,6,False,03/12/2024,0,16/12/2023,False,Emerging,38,Silver,offline,0.2524,Low,1
24661,Trần Xuân Trung,791,male,51,Chủ Doanh nghiệp nhỏ,188248811,148000000,Phường 2 (Tân Bình),Bà Rịa - Vũng Tàu,0,1,2,8,True,24/04/2025,86547422,12/04/2025,False,Priority,82,Bronze,mobile,0.0351,Low,4
24662,Lê Văn Linh,718,female,43,Hưu trí,7829116,10000000,Thị trấn Tân Túc (BC),TP. Hồ Chí Minh,1,1,2,3,False,25/07/2024,0,14/09/2023,True,Mass,17,Bronze,offline,0.321,Low,1
24663,Vũ Hữu Hưng,649,male,28,Kỹ sư/Chuyên viên IT,31323107,60000000,Phường Bến Thành (Q1),TP. Hồ Chí Minh,2,1,2,5,False,16/09/2024,0,26/11/2022,False,Priority,25,Bronze,offline,0.2503,Low,2
24664,Mai Thanh Dương,670,female,46,Giáo viên/Giảng viên,25131619,31000000,Phường Tân Định (Q1),TP. Hồ Chí Minh,3,1,2,2,False,06/09/2023,0,31/12/2021,False,Emerging,14,Bronze,offline,0.3074,Low,2
24665,Vũ Xuân Huy,616,male,83,Lao động phổ thông,10876629,17000000,Phường Bến Thành (Q1),Đồng Nai,0,1,3,3,False,08/09/2024,0,25/07/2024,True,Emerging,20,Bronze,offline,0.387,Low,1
24666,Nguyễn Anh Thảo,594,female,43,Kinh doanh/Bán hàng,20825297,12000000,Phường Quang Trung (GV),TP. Hồ Chí Minh,2,1,5,4,False,12/04/2024,0,22/05/2023,False,Mass,30,Bronze,offline,0.3987,Low,2
24667,Mai Thanh Trọng,690,male,45,Kinh doanh/Bán hàng,67548966,26000000,Phường Vĩnh Hội (Q4),Tiền Giang,3,1,1,6,False,02/11/2022,0,15/01/2022,False,Emerging,26,Bronze,offline,0.2355,Low,2
24668,Dương Minh Hồng,693,female,44,Kỹ sư/Chuyên viên IT,35998767,42000000,Phường An Hội (BT),Long An,2,1,2,3,False,09/02/2024,0,27/07/2022,False,Affluent,17,Bronze,offline,0.2456,Low,2
24669,Mai Gia Thành,726,male,34,Kinh doanh/Bán hàng,21706068,39000000,Phường Tân Định (Q1),TP. Hồ Chí Minh,1,0,4,1,False,04/02/2024,0,18/12/2023,False,Affluent,16,Bronze,offline,0.2757,Low,1
24670,Nguyễn Quang Quang,736,male,23,Hưu trí,6081329,18000000,Phường Hòa Bình (Q11),TP. Hồ Chí Minh,2,0,1,3,False,23/06/2023,0,22/09/2022,False,Emerging,14,Bronze,offline,0.3081,Low,2
24671,Đặng Hoàng Mai,627,female,58,Lao động phổ thông,31908164,11000000,Phường Quang Trung (GV),TP. Hồ Chí Minh,0,1,3,4,True,01/06/2025,5671070,02/11/2024,False,Mass,69,Bronze,mobile,0.2576,Low,1
24672,Lê Minh Quang,683,male,39,Kỹ sư/Chuyên viên IT,54946612,36000000,Linh Trung (TP Thủ Đức),Bình Dương,3,3,3,1,False,01/05/2024,0,03/11/2021,False,Affluent,13,Bronze,offline,0.2875,Low,2
24673,Lê Đức Thành,667,male,31,Nội trợ/Sinh viên,21786433,6000000,Xã Xuân Thới Đông (HM),Tiền Giang,4,0,2,2,False,11/08/2022,0,15/06/2021,True,Mass,14,Bronze,offline,0.3622,Low,2
24674,Lê Trần Dương,726,female,45,Kỹ sư/Chuyên viên IT,111262755,58000000,Phường 7 (Q7),TP. Hồ Chí Minh,0,1,5,8,True,18/04/2025,19307915,17/09/2024,False,Affluent,88,Bronze,mobile,0.0415,Low,4
24675,Hoàng Văn Hương,576,female,64,Nội trợ/Sinh viên,9587346,13000000,Xã Vĩnh Lộc A (BC),TP. Hồ Chí Minh,1,3,2,3,False,25/12/2024,0,11/06/2024,True,Mass,17,Bronze,offline,0.4366,Medium,1
24676,Đặng Xuân Thảo,711,female,38,Nhân viên văn phòng/Công chức,2330400,16000000,Xã Xuân Thới Đông (HM),TP. Hồ Chí Minh,0,1,2,2,False,07/08/2024,0,15/07/2024,True,Emerging,14,Bronze,offline,0.3361,Low,1
24677,Phạm Hữu Bảo,714,male,29,Kỹ sư/Chuyên viên IT,32166880,48000000,Xã Vĩnh Lộc A (BC),Tiền Giang,0,1,4,5,True,14/05/2025,36232730,09/04/2025,False,Affluent,78,Bronze,mobile,0.098,Low,1
24678,Bùi Anh Vũ,753,male,80,Kinh doanh/Bán hàng,10358995,13000000,Thị trấn Tân Túc (BC),TP. Hồ Chí Minh,0,1,2,6,False,11/01/2025,0,01/10/2024,False,Mass,28,Bronze,offline,0.2741,Low,1
24679,Phạm Hoàng Hương,687,female,46,Kế toán/Tài chính,129828962,34000000,Xã Xuân Thới Đông (HM),TP. Hồ Chí Minh,2,1,3,3,False,11/02/2025,0,09/11/2022,False,Emerging,20,Bronze,offline,0.2521,Low,2
24680,Mai Ngọc Tùng,682,male,58,Giáo viên/Giảng viên,84672950,26000000,Phường Bến Thành (Q1),Long An,3,1,2,3,False,17/04/2024,0,17/01/2022,False,Emerging,17,Bronze,offline,0.2783,Low,2
24681,Trần Thu Xuân,708,female,64,Nội trợ/Sinh viên,4077835,5000000,Thị trấn Tân Túc (BC),Cần Thơ,0,2,4,3,True,18/05/2025,5751304,18/03/2025,False,Mass,75,Bronze,mobile,0.2339,Low,1
24682,Phạm Hữu Ánh,754,female,30,Giáo viên/Giảng viên,4863198,25000000,Phường Tân Định (Q1),TP. Hồ Chí Minh,0,0,3,4,False,26/11/2024,0,15/08/2024,False,Emerging,24,Bronze,offline,0.2843,Low,1
24683,Bùi Ngọc Chi,722,female,37,Quản lý/Lãnh đạo,34604251,83000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,2,1,5,5,False,08/10/2023,0,26/05/2023,False,Priority,34,Bronze,offline,0.1981,Low,4
24684,Phạm Xuân Tùng,670,male,47,Giáo viên/Giảng viên,105078409,16000000,Phường Tân Định (Q1),Long An,3,1,4,4,False,17/03/2024,0,24/12/2021,False,Emerging,27,Bronze,offline,0.2952,Low,2
24685,Bùi Hoàng Xuân,615,female,41,Hưu trí,34342450,25000000,Phường Hòa Bình (Q11),TP. Hồ Chí Minh,1,1,2,2,False,07/10/2024,0,06/02/2024,False,Emerging,14,Bronze,offline,0.3707,Low,1
24686,Lê Xuân Trung,649,male,36,Kế toán/Tài chính,73344920,27000000,Phường Vĩnh Hội (Q4),Tỉnh khác,2,1,2,2,False,28/09/2023,0,23/10/2022,False,Emerging,14,Bronze,offline,0.3235,Low,2
24687,Dương Minh Hưng,779,male,54,Chủ Doanh nghiệp nhỏ,200409483,153000000,Phường 7 (Q7),TP. Hồ Chí Minh,2,1,2,3,False,12/04/2023,0,18/07/2022,False,Priority,17,Bronze,offline,0.2019,Low,4
24688,Nguyễn Văn Trung,656,male,53,Nội trợ/Sinh viên,7732568,11000000,Phường Thắng Lợi (Q10),Cần Thơ,1,0,3,3,False,13/05/2024,0,14/02/2024,False,Mass,20,Bronze,offline,0.3632,Low,1
24689,Phạm Trần Chi,790,female,52,Quản lý/Lãnh đạo,57188612,80000000,Phường Hòa Bình (Q11),Hà Nội,3,0,3,7,True,02/06/2025,21632079,27/07/2021,False,Priority,78,Gold,mobile,0.062,Low,4
24690,Bùi Thanh Ngọc,633,female,49,Quản lý/Lãnh đạo,124259229,63000000,Xã Vĩnh Lộc A (BC),Bà Rịa - Vũng Tàu,4,1,5,2,False,05/08/2024,0,10/01/2021,False,Priority,22,Bronze,offline,0.2872,Low,2
24691,Trần Quang Yến,641,female,53,Hưu trí,28961619,12000000,Phường Vĩnh Hội (Q4),Đồng Nai,0,2,2,1,False,28/10/2024,0,13/09/2024,True,Mass,10,Bronze,offline,0.3852,Low,1
24692,Lê Quang Ánh,730,female,62,Kỹ sư/Chuyên viên IT,104907104,38000000,Phường 14 (Q12),Tỉnh khác,3,1,3,5,False,25/02/2023,0,10/09/2021,False,Affluent,28,Bronze,offline,0.2087,Low,2
24693,Đặng Trần Vi,727,female,40,Giáo viên/Giảng viên,13379990,33000000,Phường 7 (Q7),TP. Hồ Chí Minh,1,1,2,3,False,21/08/2024,0,14/06/2024,False,Emerging,17,Bronze,offline,0.2685,Low,1
24694,Đặng Gia Châu,727,male,73,Quản lý/Lãnh đạo,28839706,48000000,Linh Trung (TP Thủ Đức),TP. Hồ Chí Minh,0,1,5,3,False,26/03/2025,0,31/10/2024,False,Affluent,26,Bronze,offline,0.2293,Low,1
24695,Vũ Hoàng Nam,667,male,40,Hưu trí,33835774,9000000,Phường Hòa Bình (Q11),Bình Dương,3,1,2,1,False,14/02/2025,0,29/04/2022,False,Mass,10,Bronze,offline,0.3634,Low,2
24696,Hoàng Đức Ngọc,716,female,27,Hưu trí,6198489,10000000,Phường Thắng Lợi (Q10),Tỉnh khác,1,0,2,7,False,14/01/2024,0,02/01/2024,False,Mass,32,Bronze,offline,0.2738,Low,1
24697,Vũ Kim Dũng,652,male,48,Kế toán/Tài chính,47015455,27000000,Phường Vĩnh Hội (Q4),TP. Hồ Chí Minh,3,1,3,1,False,12/07/2022,0,11/07/2021,False,Emerging,13,Bronze,offline,0.3384,Low,2
24698,Vũ Ngọc Ngọc,692,female,45,Hưu trí,59433246,20000000,Thị trấn Tân Túc (BC),TP. Hồ Chí Minh,3,1,3,5,True,27/04/2025,6279714,05/04/2022,False,Emerging,71,Gold,mobile,0.1546,Low,2
24699,Vũ Anh Ánh,671,female,33,Chủ Doanh nghiệp nhỏ,71700095,104000000,Phường Thắng Lợi (Q10),TP. Hồ Chí Minh,3,1,4,5,False,15/08/2024,0,03/03/2022,False,Priority,31,Bronze,offline,0.2183,Low,4
24700,Bùi Trần Dương,676,female,82,Giáo viên/Giảng viên,60721462,23000000,Phường Vĩnh Hội (Q4),Đồng Nai,4,1,1,3,False,22/01/2025,0,20/04/2021,False,Emerging,14,Bronze,offline,0.2943,Low,2
24701,Hoàng Trần Bảo,652,male,50,Kỹ sư/Chuyên viên IT,63666354,54000000,Phường Chợ Quán (Q5),TP. Hồ Chí Minh,3,1,4,4,False,31/12/2023,0,13/09/2021,False,Affluent,27,Bronze,offline,0.2512,Low,2
24702,Lê Thị Anh,757,male,49,Lao động phổ thông,13250591,18000000,Phường 7 (Q7),TP. Hồ Chí Minh,2,1,1,3,False,24/08/2024,0,18/11/2022,False,Emerging,14,Bronze,offline,0.2987,Low,2
24703,Trần Hữu Lan,686,female,56,Kinh doanh/Bán hàng,60348995,35000000,Thị trấn Tân Túc (BC),TP. Hồ Chí Minh,3,1,3,1,False,19/05/2022,0,27/02/2022,False,Affluent,13,Bronze,offline,0.2854,Low,2
24704,Vũ Gia Hoàng,704,male,71,Giáo viên/Giảng viên,19729799,31000000,Phường Quang Trung (GV),Bà Rịa - Vũng Tàu,0,2,3,3,False,14/02/2025,0,24/01/2025,False,Emerging,20,Bronze,offline,0.2679,Low,1
24705,Lê Ngọc Quang,526,male,46,Nội trợ/Sinh viên,5406027,8000000,Phường Bến Thành (Q1),TP. Hồ Chí Minh,2,1,4,4,False,22/02/2023,0,01/11/2022,False,Mass,27,Bronze,offline,0.491,Medium,2
24706,Đặng Gia Dũng,681,male,39,Kỹ sư/Chuyên viên IT,32184195,38000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,2,1,2,4,False,28/04/2024,0,27/03/2023,True,Affluent,21,Bronze,offline,0.2545,Low,2
24707,Mai Gia Vi,737,female,42,Chủ Doanh nghiệp nhỏ,108640512,90000000,Linh Trung (TP Thủ Đức),Tỉnh khác,0,0,2,4,True,27/06/2025,264259147,06/05/2025,False,Priority,76,Bronze,mobile,0.0918,Low,3
24708,Trần Minh Mai,758,female,72,Nhân viên văn phòng/Công chức,49207479,21000000,Phường Thắng Lợi (Q10),Tỉnh khác,4,0,2,4,False,07/06/2023,0,27/04/2021,False,Emerging,21,Bronze,offline,0.2643,Low,2
24709,Lê Gia Chi,699,female,66,Giáo viên/Giảng viên,27342085,24000000,Phường 2 (Tân Bình),TP. Hồ Chí Minh,4,1,3,4,False,13/01/2022,0,28/01/2021,False,Emerging,24,Bronze,offline,0.2664,Low,2
24710,Phạm Văn Tùng,657,male,83,Nội trợ/Sinh viên,20869480,11000000,Phường Quang Trung (GV),TP. Hồ Chí Minh,3,2,1,4,False,11/07/2022,0,23/02/2022,False,Mass,18,Bronze,offline,0.3377,Low,2
24711,Đặng Thu Mai,585,female,37,Hưu trí,7335731,21000000,Phường 2 (Tân Bình),Bà Rịa - Vũng Tàu,0,0,2,1,True,14/06/2025,11798627,25/02/2025,True,Emerging,55,Bronze,mobile,0.3348,Low,1
24712,Phạm Thanh Thảo,749,female,46,Quản lý/Lãnh đạo,240071385,110000000,Phường Tân Định (Q1),TP. Hồ Chí Minh,2,1,4,8,False,14/08/2024,0,23/04/2023,False,Priority,42,Silver,offline,0.1372,Low,4
24713,Đặng Xuân Duyên,680,female,44,Hưu trí,14286032,12000000,Xã Xuân Thới Đông (HM),TP. Hồ Chí Minh,3,1,2,3,False,27/08/2022,0,29/09/2021,True,Mass,17,Bronze,offline,0.3298,Low,2
24714,Lê Ngọc Dũng,690,male,90,Kỹ sư/Chuyên viên IT,92446380,34000000,Phường An Hội (BT),TP. Hồ Chí Minh,0,3,4,7,True,09/05/2025,2462863,13/08/2024,False,Emerging,79,Bronze,mobile,0.0982,Low,1
24715,Dương Quang Lan,647,female,65,Lao động phổ thông,9870175,11000000,Phường Bến Thành (Q1),Hà Nội,1,1,2,1,False,02/07/2024,0,12/04/2024,False,Mass,10,Bronze,offline,0.3942,Low,1
24716,Dương Văn Quang,650,male,46,Hưu trí,10783094,14000000,Xã Xuân Thới Đông (HM),Bình Dương,2,0,1,1,True,21/04/2025,11746217,04/11/2022,False,Mass,55,Silver,mobile,0.2791,Low,2
24717,Phạm Ngọc Hương,766,female,70,Chủ Doanh nghiệp nhỏ,176448461,126000000,Phường Bến Thành (Q1),TP. Hồ Chí Minh,1,1,4,4,False,26/04/2024,0,19/02/2024,False,Priority,27,Bronze,offline,0.1909,Low,4
24718,Mai Trần Trung,780,male,45,Chủ Doanh nghiệp nhỏ,105833380,138000000,Phường 2 (Tân Bình),TP. Hồ Chí Minh,3,1,3,6,False,09/01/2023,0,12/03/2022,False,Priority,31,Bronze,offline,0.1721,Low,4
24719,Bùi Thu Nhiên,766,male,33,Chủ Doanh nghiệp nhỏ,74319726,77000000,Phường Tân Sơn Nhì (Tân Phú),Tỉnh khác,2,1,2,3,False,12/04/2024,0,11/05/2023,False,Priority,17,Bronze,offline,0.2139,Low,4
24720,Phạm Hoàng Tú,638,male,51,Kỹ sư/Chuyên viên IT,54873771,31000000,Phường Bến Thành (Q1),Tỉnh khác,3,2,1,4,False,11/02/2024,0,20/01/2022,False,Emerging,18,Bronze,offline,0.305,Low,2
24721,Lê Ngọc Thảo,700,female,39,Lao động phổ thông,21448567,14000000,Phường Quang Trung (GV),Bà Rịa - Vũng Tàu,3,1,1,1,False,23/07/2023,0,08/02/2022,True,Mass,7,Bronze,offline,0.3259,Low,2
24722,Dương Trần Xuân,614,female,34,Nội trợ/Sinh viên,3252645,8000000,Phường 14 (Q12),Bình Dương,0,1,2,2,True,06/06/2025,2948328,11/12/2024,False,Mass,57,Bronze,mobile,0.3291,Low,1
24723,Vũ Thị Lan,635,female,35,Kế toán/Tài chính,11760603,13000000,Phường Tân Định (Q1),Bà Rịa - Vũng Tàu,0,1,1,4,False,18/12/2024,0,12/08/2024,True,Mass,18,Bronze,offline,0.3626,Low,1
24724,Dương Trần Huy,741,male,68,Nội trợ/Sinh viên,4320632,3000000,Phường Chợ Quán (Q5),Tỉnh khác,2,1,5,4,False,13/01/2024,0,20/10/2022,False,Mass,30,Bronze,offline,0.3297,Low,1
24725,Hoàng Hữu Vũ,634,male,90,Hưu trí,8507997,11000000,Xã Vĩnh Lộc A (BC),Bà Rịa - Vũng Tàu,0,1,1,4,False,23/01/2025,0,26/08/2024,False,Mass,18,Bronze,offline,0.3715,Low,1
24726,Mai Đức Anh,615,male,40,Hưu trí,31158461,13000000,Phường Bến Thành (Q1),Tỉnh khác,2,1,5,1,False,16/12/2024,0,16/12/2022,True,Mass,19,Bronze,offline,0.4083,Medium,2
24727,Trần Đức Duyên,673,female,63,Lao động phổ thông,36804701,13000000,Phường 14 (Q12),Đồng Nai,2,3,5,2,False,11/09/2024,0,17/05/2023,False,Mass,22,Bronze,offline,0.3358,Low,2
24728,Phạm Minh Hồng,663,female,51,Hưu trí,54478522,12000000,Phường Chợ Quán (Q5),TP. Hồ Chí Minh,3,2,2,3,False,05/06/2024,0,22/08/2021,False,Emerging,17,Bronze,offline,0.3306,Low,2
